participant_token,round,scenario_id,current_city,order1_id,order1_store,order1_city,order1_earnings,order1_pick,order1_local,order1_cross,order2_id,order2_store,order2_city,order2_earnings,order2_pick,order2_local,order2_cross,order3_id,order3_store,order3_city,order3_earnings,order3_pick,order3_local,order3_cross,order4_id,order4_store,order4_city,order4_earnings,order4_pick,order4_local,order4_cross,chosen_bundle,chosen_score,oracle_bundle_recomputed,oracle_score,oracle_bundle_stored,percent_regret,round_type,oracle_path_sensitive,percent_regret_stored_oracle,regret_range,path_sensitive,stored_current_city,stored_oracle_deployed,stored_regret_deployed
p039,11,mainGameScenario11,Piedmont,mainGameOrder41,Berkeley Bowl,Berkeley,13,7.8,2,14,mainGameOrder42,Target,Emeryville,19,7.8,2,10,mainGameOrder43,Target,Emeryville,18,8.7,5,10,mainGameOrder44,Target,Emeryville,15,13.5,3,10,mainGameOrder44+mainGameOrder42+mainGameOrder43,1.1659,mainGameOrder42+mainGameOrder43,1.1672,mainGameOrder42+mainGameOrder43,0.0011,bundle_correct,0,0.0011,0.2237,1,,,
p039,12,mainGameScenario12,Emeryville,mainGameOrder45,Target,Emeryville,16,13.5,3,0,mainGameOrder46,Target,Emeryville,14,9.6,5,0,mainGameOrder47,Target,Emeryville,22,13.5,6,0,mainGameOrder48,Target,Emeryville,14,13.5,2,0,mainGameOrder47+mainGameOrder45+mainGameOrder46,1.1504,mainGameOrder45+mainGameOrder46+mainGameOrder47,1.1504,mainGameOrder45+mainGameOrder46+mainGameOrder47,0,bundle_correct,0,0,0,0,,,
p040,1,mainGameScenario1,Berkeley,mainGameOrder1,Berkeley Bowl,Berkeley,22,7.8,3,0,mainGameOrder2,Berkeley Bowl,Berkeley,22,8.4,6,0,mainGameOrder3,Berkeley Bowl,Berkeley,15,9,4,0,mainGameOrder4,Sprouts Farmers Market,Oakland,18,9.75,2,12,mainGameOrder1+mainGameOrder2,1.7886,mainGameOrder1,2.037,mainGameOrder1,0.122,over_bundle,0,0.122,0.1658,1,,,
p040,2,mainGameScenario2,Berkeley,mainGameOrder5,Berkeley Bowl,Berkeley,24,12,5,0,mainGameOrder6,Berkeley Bowl,Berkeley,15,11.4,4,0,mainGameOrder7,Berkeley Bowl,Berkeley,15,12,2,0,mainGameOrder8,Berkeley Bowl,Berkeley,20,7.8,3,0,mainGameOrder5+mainGameOrder8,1.6541,mainGameOrder8,1.8519,mainGameOrder8,0.1068,over_bundle,0,0.1068,0.0882,1,,,
p040,3,mainGameScenario3,Berkeley,mainGameOrder9,Berkeley Bowl,Berkeley,15,13.2,3,0,mainGameOrder10,Sprouts Farmers Market,Oakland,23,12.75,3,12,mainGameOrder11,Berkeley Bowl,Berkeley,23,12,6,0,mainGameOrder12,Berkeley Bowl,Berkeley,16,7.8,6,0,mainGameOrder10,0.8288,mainGameOrder11,1.2778,mainGameOrder11,0.3514,over_bundle,0,0.3514,0.3514,1,,,
p040,4,mainGameScenario4,Oakland,mainGameOrder13,Berkeley Bowl,Berkeley,17,7.2,4,12,mainGameOrder14,Berkeley Bowl,Berkeley,17,7.8,2,12,mainGameOrder15,Berkeley Bowl,Berkeley,20,12,2,12,mainGameOrder16,Berkeley Bowl,Berkeley,16,11.4,6,12,mainGameOrder15+mainGameOrder13+mainGameOrder14,1.2273,mainGameOrder13+mainGameOrder14+mainGameOrder15,1.2273,mainGameOrder14,0,over_bundle,1,0,0.0272,1,,,
p040,5,mainGameScenario5,Berkeley,mainGameOrder17,Sprouts Farmers Market,Oakland,14,7.5,4,12,mainGameOrder18,Safeway,Piedmont,20,12.5,5,14,mainGameOrder19,Sprouts Farmers Market,Oakland,17,8.25,4,12,mainGameOrder20,Safeway,Piedmont,13,8.1,4,14,mainGameOrder17+mainGameOrder19,0.8671,mainGameOrder17+mainGameOrder19,0.8671,mainGameOrder17+mainGameOrder19,0,bundle_correct,0,0,0.1656,1,,,
p040,6,mainGameScenario6,Oakland,mainGameOrder21,Sprouts Farmers Market,Oakland,19,12,2,0,mainGameOrder22,Sprouts Farmers Market,Oakland,22,8.25,2,0,mainGameOrder23,Sprouts Farmers Market,Oakland,24,8.25,6,0,mainGameOrder24,Sprouts Farmers Market,Oakland,18,9.75,2,0,mainGameOrder23+mainGameOrder22+mainGameOrder21,1.6883,mainGameOrder22,2.1463,mainGameOrder22,0.2134,over_bundle,0,0.2134,0.1838,1,,,
p040,7,mainGameScenario7,Oakland,mainGameOrder25,Sprouts Farmers Market,Oakland,12,13.5,4,0,mainGameOrder26,Target,Emeryville,17,13.5,2,8,mainGameOrder27,Sprouts Farmers Market,Oakland,21,9,4,0,mainGameOrder28,Sprouts Farmers Market,Oakland,21,8.25,3,0,mainGameOrder28+mainGameOrder27+mainGameOrder25,1.2934,mainGameOrder28,1.8667,mainGameOrder28,0.3071,over_bundle,0,0.3071,0.1742,1,,,
p040,8,mainGameScenario8,Oakland,mainGameOrder29,Sprouts Farmers Market,Oakland,17,8.25,3,0,mainGameOrder30,Sprouts Farmers Market,Oakland,15,13.5,6,0,mainGameOrder31,Sprouts Farmers Market,Oakland,15,12.75,5,0,mainGameOrder32,Sprouts Farmers Market,Oakland,14,8.25,3,0,mainGameOrder29+mainGameOrder30+mainGameOrder31,0.9691,mainGameOrder29,1.5111,mainGameOrder29,0.3587,over_bundle,0,0.3587,0.2233,1,,,
p040,9,mainGameScenario9,Oakland,mainGameOrder33,Safeway,Piedmont,12,8.1,3,8,mainGameOrder34,Target,Emeryville,17,15.3,6,8,mainGameOrder35,Safeway,Piedmont,12,11.1,5,8,mainGameOrder36,Safeway,Piedmont,13,11.1,5,8,mainGameOrder36+mainGameOrder35+mainGameOrder33,0.7856,mainGameOrder33+mainGameOrder35+mainGameOrder36,0.7856,mainGameOrder33+mainGameOrder35+mainGameOrder36,0,bundle_correct,0,0,0.1247,1,,,
p040,10,mainGameScenario10,Piedmont,mainGameOrder37,Safeway,Piedmont,14,8.1,5,0,mainGameOrder38,Safeway,Piedmont,20,8.1,6,0,mainGameOrder39,Safeway,Piedmont,19,7.4,6,0,mainGameOrder40,Safeway,Piedmont,23,11.8,2,0,mainGameOrder38+mainGameOrder40+mainGameOrder39,1.6712,mainGameOrder39+mainGameOrder40,1.6733,mainGameOrder39+mainGameOrder40,0.0013,bundle_correct,0,0.0013,0.0013,0,,,
p041,1,mainGameScenario1,Berkeley,mainGameOrder1,Berkeley Bowl,Berkeley,22,7.8,3,0,mainGameOrder2,Berkeley Bowl,Berkeley,22,8.4,6,0,mainGameOrder3,Berkeley Bowl,Berkeley,15,9,4,0,mainGameOrder4,Sprouts Farmers Market,Oakland,18,9.75,2,12,mainGameOrder1+mainGameOrder3,1.729,mainGameOrder1,2.037,mainGameOrder1,0.1512,over_bundle,0,0.1512,0.1983,1,,,
p041,2,mainGameScenario2,Berkeley,mainGameOrder5,Berkeley Bowl,Berkeley,24,12,5,0,mainGameOrder6,Berkeley Bowl,Berkeley,15,11.4,4,0,mainGameOrder7,Berkeley Bowl,Berkeley,15,12,2,0,mainGameOrder8,Berkeley Bowl,Berkeley,20,7.8,3,0,mainGameOrder5+mainGameOrder8,1.6541,mainGameOrder8,1.8519,mainGameOrder8,0.1068,over_bundle,0,0.1068,0.1068,1,,,
p041,3,mainGameScenario3,Berkeley,mainGameOrder9,Berkeley Bowl,Berkeley,15,13.2,3,0,mainGameOrder10,Sprouts Farmers Market,Oakland,23,12.75,3,12,mainGameOrder11,Berkeley Bowl,Berkeley,23,12,6,0,mainGameOrder12,Berkeley Bowl,Berkeley,16,7.8,6,0,mainGameOrder9+mainGameOrder11,1.2179,mainGameOrder11,1.2778,mainGameOrder11,0.0468,over_bundle,0,0.0468,0.3508,1,,,
p041,4,mainGameScenario4,Berkeley,mainGameOrder13,Berkeley Bowl,Berkeley,17,7.2,4,0,mainGameOrder14,Berkeley Bowl,Berkeley,17,7.8,2,0,mainGameOrder15,Berkeley Bowl,Berkeley,20,12,2,0,mainGameOrder16,Berkeley Bowl,Berkeley,16,11.4,6,0,mainGameOrder15+mainGameOrder13+mainGameOrder14,1.6875,mainGameOrder14,1.7347,mainGameOrder14,0.0272,over_bundle,0,0.0272,0.0272,1,,,
p041,5,mainGameScenario5,Berkeley,mainGameOrder17,Sprouts Farmers Market,Oakland,14,7.5,4,12,mainGameOrder18,Safeway,Piedmont,20,12.5,5,14,mainGameOrder19,Sprouts Farmers Market,Oakland,17,8.25,4,12,mainGameOrder20,Safeway,Piedmont,13,8.1,4,14,mainGameOrder18+mainGameOrder20,0.782,mainGameOrder17+mainGameOrder19,0.8671,mainGameOrder17+mainGameOrder19,0.0982,bundle_correct,0,0.0982,0.3431,1,,,
p041,6,mainGameScenario6,Piedmont,mainGameOrder21,Sprouts Farmers Market,Oakland,19,12,2,8,mainGameOrder22,Sprouts Farmers Market,Oakland,22,8.25,2,8,mainGameOrder23,Sprouts Farmers Market,Oakland,24,8.25,6,8,mainGameOrder24,Sprouts Farmers Market,Oakland,18,9.75,2,8,mainGameOrder23,1.0787,mainGameOrder22+mainGameOrder23+mainGameOrder24,1.4463,mainGameOrder22,0.2542,over_bundle,1,0.1052,0.0954,1,,,
p041,7,mainGameScenario7,Oakland,mainGameOrder25,Sprouts Farmers Market,Oakland,12,13.5,4,0,mainGameOrder26,Target,Emeryville,17,13.5,2,8,mainGameOrder27,Sprouts Farmers Market,Oakland,21,9,4,0,mainGameOrder28,Sprouts Farmers Market,Oakland,21,8.25,3,0,mainGameOrder27+mainGameOrder28,1.732,mainGameOrder28,1.8667,mainGameOrder28,0.0722,over_bundle,0,0.0722,0.0722,1,,,
p041,8,mainGameScenario8,Oakland,mainGameOrder29,Sprouts Farmers Market,Oakland,17,8.25,3,0,mainGameOrder30,Sprouts Farmers Market,Oakland,15,13.5,6,0,mainGameOrder31,Sprouts Farmers Market,Oakland,15,12.75,5,0,mainGameOrder32,Sprouts Farmers Market,Oakland,14,8.25,3,0,mainGameOrder29+mainGameOrder32,1.3778,mainGameOrder29,1.5111,mainGameOrder29,0.0882,over_bundle,0,0.0882,0.0882,1,,,
p041,9,mainGameScenario9,Oakland,mainGameOrder33,Safeway,Piedmont,12,8.1,3,8,mainGameOrder34,Target,Emeryville,17,15.3,6,8,mainGameOrder35,Safeway,Piedmont,12,11.1,5,8,mainGameOrder36,Safeway,Piedmont,13,11.1,5,8,mainGameOrder33+mainGameOrder35+mainGameOrder36,0.7856,mainGameOrder33+mainGameOrder35+mainGameOrder36,0.7856,mainGameOrder33+mainGameOrder35+mainGameOrder36,0,bundle_correct,0,0,0.1247,1,,,
p041,10,mainGameScenario10,Piedmont,mainGameOrder37,Safeway,Piedmont,14,8.1,5,0,mainGameOrder38,Safeway,Piedmont,20,8.1,6,0,mainGameOrder39,Safeway,Piedmont,19,7.4,6,0,mainGameOrder40,Safeway,Piedmont,23,11.8,2,0,mainGameOrder38+mainGameOrder40+mainGameOrder39,1.6712,mainGameOrder39+mainGameOrder40,1.6733,mainGameOrder39+mainGameOrder40,0.0013,bundle_correct,0,0.0013,0.0013,0,,,
p041,11,mainGameScenario11,Piedmont,mainGameOrder41,Berkeley Bowl,Berkeley,13,7.8,2,14,mainGameOrder42,Target,Emeryville,19,7.8,2,10,mainGameOrder43,Target,Emeryville,18,8.7,5,10,mainGameOrder44,Target,Emeryville,15,13.5,3,10,mainGameOrder44+mainGameOrder43,0.9016,mainGameOrder42+mainGameOrder43,1.1672,mainGameOrder42+mainGameOrder43,0.2275,bundle_correct,0,0.2275,0.1326,1,,,
p041,12,mainGameScenario12,Emeryville,mainGameOrder45,Target,Emeryville,16,13.5,3,0,mainGameOrder46,Target,Emeryville,14,9.6,5,0,mainGameOrder47,Target,Emeryville,22,13.5,6,0,mainGameOrder48,Target,Emeryville,14,13.5,2,0,mainGameOrder46+mainGameOrder45+mainGameOrder47,1.1504,mainGameOrder45+mainGameOrder46+mainGameOrder47,1.1504,mainGameOrder45+mainGameOrder46+mainGameOrder47,0,bundle_correct,0,0,0,0,,,
p041,13,mainGameScenario13,Emeryville,mainGameOrder49,Target,Emeryville,24,11.7,2,0,mainGameOrder50,Berkeley Bowl,Berkeley,17,8.4,6,8,mainGameOrder51,Berkeley Bowl,Berkeley,14,7.8,5,8,mainGameOrder52,Target,Emeryville,12,9.6,5,0,mainGameOrder49,1.7518,mainGameOrder49,1.7518,mainGameOrder49,0,over_bundle,0,0,0.0724,1,,,
p041,14,mainGameScenario14,Emeryville,mainGameOrder53,Target,Emeryville,21,13.5,6,0,mainGameOrder54,Target,Emeryville,14,13.5,5,0,mainGameOrder55,Target,Emeryville,22,13.5,6,0,mainGameOrder56,Target,Emeryville,18,7.8,6,0,mainGameOrder53+mainGameOrder55+mainGameOrder54,1.1332,mainGameOrder56,1.3043,mainGameOrder56,0.1312,over_bundle,0,0.1312,0.0207,1,,,
p041,15,mainGameScenario15,Emeryville,mainGameOrder57,Safeway,Piedmont,22,7.4,4,10,mainGameOrder58,Sprouts Farmers Market,Oakland,18,13.5,2,8,mainGameOrder59,Safeway,Piedmont,17,7.4,4,10,mainGameOrder60,Safeway,Piedmont,22,11.8,5,10,mainGameOrder60+mainGameOrder59+mainGameOrder57,1.3436,mainGameOrder57+mainGameOrder59+mainGameOrder60,1.3436,mainGameOrder57+mainGameOrder59+mainGameOrder60,0,bundle_correct,0,0,0.1071,1,,,
p041,16,mainGameScenario16,Piedmont,mainGameOrder61,Safeway,Piedmont,24,12.5,3,0,mainGameOrder62,Safeway,Piedmont,24,8.1,2,0,mainGameOrder63,Safeway,Piedmont,18,12.5,4,0,mainGameOrder64,Safeway,Piedmont,22,11.1,2,0,mainGameOrder64+mainGameOrder63+mainGameOrder61,1.6203,mainGameOrder62,2.3762,mainGameOrder62,0.3181,over_bundle,0,0.3181,0.147,1,,,
p041,17,mainGameScenario17,Piedmont,mainGameOrder65,Safeway,Piedmont,19,7.4,6,0,mainGameOrder66,Sprouts Farmers Market,Oakland,22,7.5,3,8,mainGameOrder67,Sprouts Farmers Market,Oakland,17,12.75,6,8,mainGameOrder68,Sprouts Farmers Market,Oakland,13,12.75,6,8,mainGameOrder65,1.4179,mainGameOrder65,1.4179,mainGameOrder66,0,over_bundle,1,0,0.5763,1,,,
p041,18,mainGameScenario18,Piedmont,mainGameOrder69,Sprouts Farmers Market,Oakland,14,8.25,5,8,mainGameOrder70,Sprouts Farmers Market,Oakland,13,8.25,3,8,mainGameOrder71,Sprouts Farmers Market,Oakland,22,14.25,3,8,mainGameOrder72,Sprouts Farmers Market,Oakland,19,9,4,8,mainGameOrder71,0.8713,mainGameOrder70+mainGameOrder71+mainGameOrder72,1.0909,mainGameOrder71+mainGameOrder72,0.2013,bundle_correct,1,0.1872,0.1274,1,,,
p041,19,mainGameScenario19,Oakland,mainGameOrder73,Sprouts Farmers Market,Oakland,12,12.75,5,0,mainGameOrder74,Safeway,Piedmont,17,7.4,5,8,mainGameOrder75,Sprouts Farmers Market,Oakland,18,9,3,0,mainGameOrder76,Sprouts Farmers Market,Oakland,24,14.25,2,0,mainGameOrder76+mainGameOrder73+mainGameOrder75,1.1739,mainGameOrder75,1.5,mainGameOrder75,0.2174,over_bundle,0,0.2174,0.1628,1,,,
p041,20,mainGameScenario20,Oakland,mainGameOrder77,Sprouts Farmers Market,Oakland,24,14.25,6,0,mainGameOrder78,Sprouts Farmers Market,Oakland,23,8.25,4,0,mainGameOrder79,Sprouts Farmers Market,Oakland,17,14.25,4,0,mainGameOrder80,Sprouts Farmers Market,Oakland,20,11.25,5,0,mainGameOrder78,1.8776,mainGameOrder78,1.8776,mainGameOrder78,0,over_bundle,0,0,0.14,1,,,
p042,1,mainGameScenario1,Berkeley,mainGameOrder1,Berkeley Bowl,Berkeley,22,7.8,3,0,mainGameOrder2,Berkeley Bowl,Berkeley,22,8.4,6,0,mainGameOrder3,Berkeley Bowl,Berkeley,15,9,4,0,mainGameOrder4,Sprouts Farmers Market,Oakland,18,9.75,2,12,mainGameOrder2+mainGameOrder1,1.7886,mainGameOrder1,2.037,mainGameOrder1,0.122,over_bundle,0,0.122,0.2035,1,,,
p042,2,mainGameScenario2,Berkeley,mainGameOrder5,Berkeley Bowl,Berkeley,24,12,5,0,mainGameOrder6,Berkeley Bowl,Berkeley,15,11.4,4,0,mainGameOrder7,Berkeley Bowl,Berkeley,15,12,2,0,mainGameOrder8,Berkeley Bowl,Berkeley,20,7.8,3,0,mainGameOrder8+mainGameOrder5,1.6541,mainGameOrder8,1.8519,mainGameOrder8,0.1068,over_bundle,0,0.1068,0.1068,1,,,
p042,3,mainGameScenario3,Berkeley,mainGameOrder9,Berkeley Bowl,Berkeley,15,13.2,3,0,mainGameOrder10,Sprouts Farmers Market,Oakland,23,12.75,3,12,mainGameOrder11,Berkeley Bowl,Berkeley,23,12,6,0,mainGameOrder12,Berkeley Bowl,Berkeley,16,7.8,6,0,mainGameOrder11+mainGameOrder12+mainGameOrder9,1.2162,mainGameOrder11,1.2778,mainGameOrder11,0.0482,over_bundle,0,0.0482,0.3444,1,,,
p042,4,mainGameScenario4,Berkeley,mainGameOrder13,Berkeley Bowl,Berkeley,17,7.2,4,0,mainGameOrder14,Berkeley Bowl,Berkeley,17,7.8,2,0,mainGameOrder15,Berkeley Bowl,Berkeley,20,12,2,0,mainGameOrder16,Berkeley Bowl,Berkeley,16,11.4,6,0,mainGameOrder15+mainGameOrder13+mainGameOrder14,1.6875,mainGameOrder14,1.7347,mainGameOrder14,0.0272,over_bundle,0,0.0272,0.0272,1,,,
p042,5,mainGameScenario5,Berkeley,mainGameOrder17,Sprouts Farmers Market,Oakland,14,7.5,4,12,mainGameOrder18,Safeway,Piedmont,20,12.5,5,14,mainGameOrder19,Sprouts Farmers Market,Oakland,17,8.25,4,12,mainGameOrder20,Safeway,Piedmont,13,8.1,4,14,mainGameOrder18+mainGameOrder20,0.782,mainGameOrder17+mainGameOrder19,0.8671,mainGameOrder17+mainGameOrder19,0.0982,bundle_correct,0,0.0982,0.3431,1,,,
p042,6,mainGameScenario6,Piedmont,mainGameOrder21,Sprouts Farmers Market,Oakland,19,12,2,8,mainGameOrder22,Sprouts Farmers Market,Oakland,22,8.25,2,8,mainGameOrder23,Sprouts Farmers Market,Oakland,24,8.25,6,8,mainGameOrder24,Sprouts Farmers Market,Oakland,18,9.75,2,8,mainGameOrder23+mainGameOrder22,1.4154,mainGameOrder22+mainGameOrder23+mainGameOrder24,1.4463,mainGameOrder22,0.0214,over_bundle,1,0,0.1038,1,,,
p042,7,mainGameScenario7,Oakland,mainGameOrder25,Sprouts Farmers Market,Oakland,12,13.5,4,0,mainGameOrder26,Target,Emeryville,17,13.5,2,8,mainGameOrder27,Sprouts Farmers Market,Oakland,21,9,4,0,mainGameOrder28,Sprouts Farmers Market,Oakland,21,8.25,3,0,mainGameOrder28+mainGameOrder27+mainGameOrder25,1.2934,mainGameOrder28,1.8667,mainGameOrder28,0.3071,over_bundle,0,0.3071,0.1742,1,,,
p042,8,mainGameScenario8,Oakland,mainGameOrder29,Sprouts Farmers Market,Oakland,17,8.25,3,0,mainGameOrder30,Sprouts Farmers Market,Oakland,15,13.5,6,0,mainGameOrder31,Sprouts Farmers Market,Oakland,15,12.75,5,0,mainGameOrder32,Sprouts Farmers Market,Oakland,14,8.25,3,0,mainGameOrder29+mainGameOrder30+mainGameOrder31,0.9691,mainGameOrder29,1.5111,mainGameOrder29,0.3587,over_bundle,0,0.3587,0.2233,1,,,
p042,9,mainGameScenario9,Oakland,mainGameOrder33,Safeway,Piedmont,12,8.1,3,8,mainGameOrder34,Target,Emeryville,17,15.3,6,8,mainGameOrder35,Safeway,Piedmont,12,11.1,5,8,mainGameOrder36,Safeway,Piedmont,13,11.1,5,8,mainGameOrder33+mainGameOrder35+mainGameOrder36,0.7856,mainGameOrder33+mainGameOrder35+mainGameOrder36,0.7856,mainGameOrder33+mainGameOrder35+mainGameOrder36,0,bundle_correct,0,0,0.1247,1,,,
p042,10,mainGameScenario10,Piedmont,mainGameOrder37,Safeway,Piedmont,14,8.1,5,0,mainGameOrder38,Safeway,Piedmont,20,8.1,6,0,mainGameOrder39,Safeway,Piedmont,19,7.4,6,0,mainGameOrder40,Safeway,Piedmont,23,11.8,2,0,mainGameOrder40+mainGameOrder38,1.6667,mainGameOrder39+mainGameOrder40,1.6733,mainGameOrder39+mainGameOrder40,0.004,bundle_correct,0,0.004,0.1056,1,,,
p042,11,mainGameScenario11,Piedmont,mainGameOrder41,Berkeley Bowl,Berkeley,13,7.8,2,14,mainGameOrder42,Target,Emeryville,19,7.8,2,10,mainGameOrder43,Target,Emeryville,18,8.7,5,10,mainGameOrder44,Target,Emeryville,15,13.5,3,10,mainGameOrder43+mainGameOrder44+mainGameOrder42,1.1659,mainGameOrder42+mainGameOrder43,1.1672,mainGameOrder42+mainGameOrder43,0.0011,bundle_correct,0,0.0011,0.2237,1,,,
p042,12,mainGameScenario12,Emeryville,mainGameOrder45,Target,Emeryville,16,13.5,3,0,mainGameOrder46,Target,Emeryville,14,9.6,5,0,mainGameOrder47,Target,Emeryville,22,13.5,6,0,mainGameOrder48,Target,Emeryville,14,13.5,2,0,mainGameOrder47+mainGameOrder46,1.1465,mainGameOrder45+mainGameOrder46+mainGameOrder47,1.1504,mainGameOrder45+mainGameOrder46+mainGameOrder47,0.0034,bundle_correct,0,0.0034,0.0735,1,,,
p042,13,mainGameScenario13,Emeryville,mainGameOrder49,Target,Emeryville,24,11.7,2,0,mainGameOrder50,Berkeley Bowl,Berkeley,17,8.4,6,8,mainGameOrder51,Berkeley Bowl,Berkeley,14,7.8,5,8,mainGameOrder52,Target,Emeryville,12,9.6,5,0,mainGameOrder49+mainGameOrder52,1.3139,mainGameOrder49,1.7518,mainGameOrder49,0.25,over_bundle,0,0.25,0.2005,1,,,
p042,14,mainGameScenario14,Emeryville,mainGameOrder53,Target,Emeryville,21,13.5,6,0,mainGameOrder54,Target,Emeryville,14,13.5,5,0,mainGameOrder55,Target,Emeryville,22,13.5,6,0,mainGameOrder56,Target,Emeryville,18,7.8,6,0,mainGameOrder55+mainGameOrder53,1.2147,mainGameOrder56,1.3043,mainGameOrder56,0.0687,over_bundle,0,0.0687,0.04,1,,,
p043,1,mainGameScenario1,Berkeley,mainGameOrder1,Berkeley Bowl,Berkeley,22,7.8,3,0,mainGameOrder2,Berkeley Bowl,Berkeley,22,8.4,6,0,mainGameOrder3,Berkeley Bowl,Berkeley,15,9,4,0,mainGameOrder4,Sprouts Farmers Market,Oakland,18,9.75,2,12,mainGameOrder2+mainGameOrder1,1.7886,mainGameOrder1,2.037,mainGameOrder1,0.122,over_bundle,0,0.122,0.2035,1,,,
p043,2,mainGameScenario2,Berkeley,mainGameOrder5,Berkeley Bowl,Berkeley,24,12,5,0,mainGameOrder6,Berkeley Bowl,Berkeley,15,11.4,4,0,mainGameOrder7,Berkeley Bowl,Berkeley,15,12,2,0,mainGameOrder8,Berkeley Bowl,Berkeley,20,7.8,3,0,mainGameOrder5+mainGameOrder7,1.3356,mainGameOrder8,1.8519,mainGameOrder8,0.2788,over_bundle,0,0.2788,0.1032,1,,,
p043,3,mainGameScenario3,Berkeley,mainGameOrder9,Berkeley Bowl,Berkeley,15,13.2,3,0,mainGameOrder10,Sprouts Farmers Market,Oakland,23,12.75,3,12,mainGameOrder11,Berkeley Bowl,Berkeley,23,12,6,0,mainGameOrder12,Berkeley Bowl,Berkeley,16,7.8,6,0,mainGameOrder10,0.8288,mainGameOrder11,1.2778,mainGameOrder11,0.3514,over_bundle,0,0.3514,0.3514,1,,,
p043,4,mainGameScenario4,Oakland,mainGameOrder13,Berkeley Bowl,Berkeley,17,7.2,4,12,mainGameOrder14,Berkeley Bowl,Berkeley,17,7.8,2,12,mainGameOrder15,Berkeley Bowl,Berkeley,20,12,2,12,mainGameOrder16,Berkeley Bowl,Berkeley,16,11.4,6,12,mainGameOrder15+mainGameOrder13,1.0452,mainGameOrder13+mainGameOrder14+mainGameOrder15,1.2273,mainGameOrder14,0.1484,over_bundle,1,0,0.0688,1,,,
p043,5,mainGameScenario5,Berkeley,mainGameOrder17,Sprouts Farmers Market,Oakland,14,7.5,4,12,mainGameOrder18,Safeway,Piedmont,20,12.5,5,14,mainGameOrder19,Sprouts Farmers Market,Oakland,17,8.25,4,12,mainGameOrder20,Safeway,Piedmont,13,8.1,4,14,mainGameOrder18+mainGameOrder20,0.782,mainGameOrder17+mainGameOrder19,0.8671,mainGameOrder17+mainGameOrder19,0.0982,bundle_correct,0,0.0982,0.3431,1,,,
p043,6,mainGameScenario6,Piedmont,mainGameOrder21,Sprouts Farmers Market,Oakland,19,12,2,8,mainGameOrder22,Sprouts Farmers Market,Oakland,22,8.25,2,8,mainGameOrder23,Sprouts Farmers Market,Oakland,24,8.25,6,8,mainGameOrder24,Sprouts Farmers Market,Oakland,18,9.75,2,8,mainGameOrder23+mainGameOrder22,1.4154,mainGameOrder22+mainGameOrder23+mainGameOrder24,1.4463,mainGameOrder22,0.0214,over_bundle,1,0,0.1038,1,,,
p043,7,mainGameScenario7,Oakland,mainGameOrder25,Sprouts Farmers Market,Oakland,12,13.5,4,0,mainGameOrder26,Target,Emeryville,17,13.5,2,8,mainGameOrder27,Sprouts Farmers Market,Oakland,21,9,4,0,mainGameOrder28,Sprouts Farmers Market,Oakland,21,8.25,3,0,mainGameOrder27+mainGameOrder28,1.732,mainGameOrder28,1.8667,mainGameOrder28,0.0722,over_bundle,0,0.0722,0.0722,1,,,
p043,8,mainGameScenario8,Oakland,mainGameOrder29,Sprouts Farmers Market,Oakland,17,8.25,3,0,mainGameOrder30,Sprouts Farmers Market,Oakland,15,13.5,6,0,mainGameOrder31,Sprouts Farmers Market,Oakland,15,12.75,5,0,mainGameOrder32,Sprouts Farmers Market,Oakland,14,8.25,3,0,mainGameOrder29+mainGameOrder31,1.1034,mainGameOrder29,1.5111,mainGameOrder29,0.2698,over_bundle,0,0.2698,0.1384,1,,,
p043,9,mainGameScenario9,Oakland,mainGameOrder33,Safeway,Piedmont,12,8.1,3,8,mainGameOrder34,Target,Emeryville,17,15.3,6,8,mainGameOrder35,Safeway,Piedmont,12,11.1,5,8,mainGameOrder36,Safeway,Piedmont,13,11.1,5,8,mainGameOrder33+mainGameOrder36,0.7396,mainGameOrder33+mainGameOrder35+mainGameOrder36,0.7856,mainGameOrder33+mainGameOrder35+mainGameOrder36,0.0585,bundle_correct,0,0.0585,0.0666,1,,,
p043,10,mainGameScenario10,Piedmont,mainGameOrder37,Safeway,Piedmont,14,8.1,5,0,mainGameOrder38,Safeway,Piedmont,20,8.1,6,0,mainGameOrder39,Safeway,Piedmont,19,7.4,6,0,mainGameOrder40,Safeway,Piedmont,23,11.8,2,0,mainGameOrder38+mainGameOrder39,1.5354,mainGameOrder39+mainGameOrder40,1.6733,mainGameOrder39+mainGameOrder40,0.0824,bundle_correct,0,0.0824,0.1018,1,,,
p043,11,mainGameScenario11,Piedmont,mainGameOrder41,Berkeley Bowl,Berkeley,13,7.8,2,14,mainGameOrder42,Target,Emeryville,19,7.8,2,10,mainGameOrder43,Target,Emeryville,18,8.7,5,10,mainGameOrder44,Target,Emeryville,15,13.5,3,10,mainGameOrder43+mainGameOrder42,1.1672,mainGameOrder42+mainGameOrder43,1.1672,mainGameOrder42+mainGameOrder43,0,bundle_correct,0,0,0.1205,1,,,
